"Produkt_Code","SDO_ID","Zeitstempel","Wert","Qualitaet_Niveau","Qualitaet_Byte"
"RS_MN006","2564","20140412","1.5","9","1"
"RS_MN006","2564","20140413","4.7","9","1"
"RS_MN006","2564","20140414","0.2","9","1"
"RS_MN006","2564","20140415","0","9","1"
"RS_MN006","2564","20140416","0","9","1"
"RS_MN006","2564","20140417","3.5","9","1"
"RS_MN006","2564","20140418","0.5","9","1"
"RS_MN006","2564","20140419","0","9","1"
"RS_MN006","2564","20140420","0","9","1"
"RS_MN006","2564","20140421","0.2","9","1"
"RS_MN006","2564","20140422","20.6","9","1"
"RS_MN006","2564","20140423","0.4","9","1"
"RS_MN006","2564","20140424","0","9","1"
"RS_MN006","2564","20140425","0","9","1"
"RS_MN006","2564","20140426","0","9","1"
"RS_MN006","2564","20140427","0","9","1"
"RS_MN006","2564","20140428","0","9","1"
"RS_MN006","2564","20140429","0","9","1"
"RS_MN006","2564","20140430","0","9","1"
"RS_MN006","2564","20140501","0","9","1"
"RS_MN006","2564","20140502","0","9","1"
"RS_MN006","2564","20140503","0","9","1"
"RS_MN006","2564","20140504","0","9","1"
"RS_MN006","2564","20140505","0","9","1"
"RS_MN006","2564","20140506","7.1","9","1"
"RS_MN006","2564","20140507","3.1","9","1"
"RS_MN006","2564","20140508","8.4","9","1"
"RS_MN006","2564","20140509","2.5","9","1"
"RS_MN006","2564","20140510","3","9","1"
"RS_MN006","2564","20140511","10.8","9","1"
"RS_MN006","2564","20140512","0.9","9","1"
"RS_MN006","2564","20140513","0.3","9","1"
"RS_MN006","2564","20140514","0","9","1"
"RS_MN006","2564","20140515","0","9","1"
"RS_MN006","2564","20140516","0","9","1"
"RS_MN006","2564","20140517","0","9","1"
"RS_MN006","2564","20140518","1.5","9","1"
"RS_MN006","2564","20140519","0.1","9","1"
"RS_MN006","2564","20140520","0","9","1"
"RS_MN006","2564","20140521","0","9","1"
"RS_MN006","2564","20140522","5.2","9","1"
"RS_MN006","2564","20140523","4.7","9","1"
"RS_MN006","2564","20140524","0","9","1"
"RS_MN006","2564","20140525","0","9","1"
"RS_MN006","2564","20140526","0","9","1"
"RS_MN006","2564","20140527","0","9","1"
"RS_MN006","2564","20140528","0","9","1"
"RS_MN006","2564","20140529","0","9","1"
"RS_MN006","2564","20140530","0","9","1"
"RS_MN006","2564","20140531","0","9","1"
"RS_MN006","2564","20140601","0","9","1"
"RS_MN006","2564","20140602","0","9","1"
"RS_MN006","2564","20140603","0","9","1"
"RS_MN006","2564","20140604","0.5","9","1"
"RS_MN006","2564","20140605","20.8","9","1"
"RS_MN006","2564","20140606","0","9","1"
"RS_MN006","2564","20140607","0","9","1"
"RS_MN006","2564","20140608","0","9","1"
"RS_MN006","2564","20140609","0","9","1"
"RS_MN006","2564","20140610","0","9","1"
"RS_MN006","2564","20140611","0.3","9","1"
"RS_MN006","2564","20140612","0.2","9","1"
"RS_MN006","2564","20140613","0.2","9","1"
"RS_MN006","2564","20140614","0","9","1"
"RS_MN006","2564","20140615","0","9","1"
"RS_MN006","2564","20140616","0","9","1"
"RS_MN006","2564","20140617","0","9","1"
"RS_MN006","2564","20140618","0","9","1"
"RS_MN006","2564","20140619","1.1","9","1"
"RS_MN006","2564","20140620","0","9","1"
"RS_MN006","2564","20140621","2.8","9","1"
"RS_MN006","2564","20140622","0","9","1"
"RS_MN006","2564","20140623","4.7","9","1"
"RS_MN006","2564","20140624","0.1","9","1"
"RS_MN006","2564","20140625","0","9","1"
"RS_MN006","2564","20140626","3","9","1"
"RS_MN006","2564","20140627","1.4","9","1"
"RS_MN006","2564","20140628","21.2","9","1"
"RS_MN006","2564","20140629","0.4","9","1"
"RS_MN006","2564","20140630","0","9","1"
"RS_MN006","2564","20140701","3","9","1"
"RS_MN006","2564","20140702","0","9","1"
"RS_MN006","2564","20140703","0","9","1"
"RS_MN006","2564","20140704","0","9","1"
"RS_MN006","2564","20140705","7.1","9","1"
"RS_MN006","2564","20140706","0.1","9","1"
"RS_MN006","2564","20140707","0","9","1"
"RS_MN006","2564","20140708","13","9","1"
"RS_MN006","2564","20140709","0","9","1"
"RS_MN006","2564","20140710","0","9","1"
"RS_MN006","2564","20140711","0","9","1"
"RS_MN006","2564","20140712","0","9","1"
"RS_MN006","2564","20140713","13.7","9","1"
"RS_MN006","2564","20140714","0.8","9","1"
"RS_MN006","2564","20140715","0","9","1"
"RS_MN006","2564","20140716","0","9","1"
"RS_MN006","2564","20140717","0","9","1"
"RS_MN006","2564","20140718","0","9","1"
"RS_MN006","2564","20140719","0","9","1"
"RS_MN006","2564","20140720","0","9","1"
"RS_MN006","2564","20140721","0","9","1"
"RS_MN006","2564","20140722","0","9","1"
"RS_MN006","2564","20140723","0","9","1"
"RS_MN006","2564","20140724","0","9","1"
"RS_MN006","2564","20140725","3.4","9","1"
"RS_MN006","2564","20140726","0.9","9","1"
"RS_MN006","2564","20140727","0","9","1"
"RS_MN006","2564","20140728","0","9","1"
"RS_MN006","2564","20140729","0","9","1"
"RS_MN006","2564","20140730","0","9","1"
"RS_MN006","2564","20140731","0.3","9","1"
"RS_MN006","2564","20140801","0","9","1"
"RS_MN006","2564","20140802","0","9","1"
"RS_MN006","2564","20140803","10.3","9","1"
"RS_MN006","2564","20140804","0.1","9","1"
"RS_MN006","2564","20140805","0","9","1"
"RS_MN006","2564","20140806","0","9","1"
"RS_MN006","2564","20140807","2.6","9","1"
