"Produkt_Code","SDO_ID","Zeitstempel","Wert","Qualitaet_Niveau","Qualitaet_Byte"
"SDK_MN004","2564","20140918","11","3","0"
"SDK_MN004","2564","20140919","10.9","3","0"
"SDK_MN004","2564","20140920","5.2","3","0"
"SDK_MN004","2564","20140921","6","3","0"
"SDK_MN004","2564","20140922","1.2","3","0"
"SDK_MN004","2564","20140923","6.8","3","0"
"SDK_MN004","2564","20140924","0.6","3","0"
"SDK_MN004","2564","20140925","1.2","3","0"
"SDK_MN004","2564","20140926","0.8","3","0"
"SDK_MN004","2564","20140927","8.5","3","0"
"SDK_MN004","2564","20140928","5.8","3","0"
"SDK_MN004","2564","20140929","1.9","3","0"
"SDK_MN004","2564","20140930","0","3","0"
"SDK_MN004","2564","20141001","1.7","3","0"
"SDK_MN004","2564","20141002","1.8","3","0"
"SDK_MN004","2564","20141003","4.2","3","0"
"SDK_MN004","2564","20141004","10","3","0"
"SDK_MN004","2564","20141005","8.8","3","0"
"SDK_MN004","2564","20141006","4.6","3","0"
"SDK_MN004","2564","20141007","0.2","3","0"
"SDK_MN004","2564","20141008","4","3","0"
"SDK_MN004","2564","20141009","3","3","0"
"SDK_MN004","2564","20141010","4.3","3","0"
"SDK_MN004","2564","20141011","6","3","0"
"SDK_MN004","2564","20141012","2.2","3","0"
"SDK_MN004","2564","20141013","0","3","0"
"SDK_MN004","2564","20141014","1.8","3","0"
"SDK_MN004","2564","20141015","0.2","3","0"
"SDK_MN004","2564","20141016","0","3","0"
"SDK_MN004","2564","20141017","0.2","3","0"
"SDK_MN004","2564","20141018","0","3","0"
"SDK_MN004","2564","20141019","0","3","0"
"SDK_MN004","2564","20141020","3.9","3","0"
"SDK_MN004","2564","20141021","0","3","0"
"SDK_MN004","2564","20141022","1.7","3","0"
"SDK_MN004","2564","20141023","2.1","3","0"
"SDK_MN004","2564","20141024","0.6","3","0"
"SDK_MN004","2564","20141025","0.1","3","0"
"SDK_MN004","2564","20141026","1.7","3","0"
"SDK_MN004","2564","20141027","5.8","3","0"
"SDK_MN004","2564","20141028","7.3","3","0"
"SDK_MN004","2564","20141029","0","3","0"
"SDK_MN004","2564","20141030","6.1","3","0"
"SDK_MN004","2564","20141031","0","3","0"
"SDK_MN004","2564","20141101","4.7","3","0"
"SDK_MN004","2564","20141102","4.1","3","0"
"SDK_MN004","2564","20141103","3.2","3","0"
"SDK_MN004","2564","20141104","0.4","3","0"
"SDK_MN004","2564","20141105","0","3","0"
"SDK_MN004","2564","20141106","3.1","3","0"
"SDK_MN004","2564","20141107","5.9","3","0"
"SDK_MN004","2564","20141108","0.9","3","0"
"SDK_MN004","2564","20141109","4","3","0"
"SDK_MN004","2564","20141110","1.4","3","0"
"SDK_MN004","2564","20141111","5.4","3","0"
"SDK_MN004","2564","20141112","0","3","0"
"SDK_MN004","2564","20141113","0","3","0"
"SDK_MN004","2564","20141114","0","3","0"
"SDK_MN004","2564","20141115","0","3","0"
"SDK_MN004","2564","20141116","0","3","0"
"SDK_MN004","2564","20141117","0.8","3","0"
"SDK_MN004","2564","20141118","0","3","0"
"SDK_MN004","2564","20141119","0","3","0"
"SDK_MN004","2564","20141120","0.5","3","0"
"SDK_MN004","2564","20141121","0.7","3","0"
"SDK_MN004","2564","20141122","0.1","3","0"
"SDK_MN004","2564","20141123","0.2","3","0"
"SDK_MN004","2564","20141124","3.9","3","0"
"SDK_MN004","2564","20141125","5.2","3","0"
"SDK_MN004","2564","20141126","3.6","3","0"
"SDK_MN004","2564","20141127","4.3","3","0"
"SDK_MN004","2564","20141128","0.5","3","0"
"SDK_MN004","2564","20141129","0","3","0"
"SDK_MN004","2564","20141130","0","3","0"
"SDK_MN004","2564","20141201","0","3","0"
"SDK_MN004","2564","20141202","0","3","0"
"SDK_MN004","2564","20141203","0","3","0"
"SDK_MN004","2564","20141204","0","3","0"
"SDK_MN004","2564","20141205","0","3","0"
"SDK_MN004","2564","20141206","4","3","0"
"SDK_MN004","2564","20141207","0","3","0"
"SDK_MN004","2564","20141208","0","3","0"
"SDK_MN004","2564","20141209","0","3","0"
"SDK_MN004","2564","20141210","0.4","3","0"
